Type,Price,Location,Bath(s),Area,Purpose,Bedroom(s),Added,Initial Amount,Monthly Installment,Remaining Installments,Area Name
House,PKR1.75 Crore,"Gulshan-e-Umair, Karachi, Sindh",3,160 Sq. Yd.,For Sale,3,2 years ago,,,,Gulshan-e-Umair
House,PKR1.55 Crore,"Gulshan-e-Umair, Karachi, Sindh",3,128 Sq. Yd.,For Sale,2,1 year ago,,,,Gulshan-e-Umair
House,PKR1.6 Crore,"Gulshan-e-Umair, Karachi, Sindh",3,128 Sq. Yd.,For Sale,2,2 years ago,,,,Gulshan-e-Umair
House,PKR2.15 Crore,"Gulshan-e-Umair, Karachi, Sindh",4,160 Sq. Yd.,For Sale,4,11 months ago,,,,Gulshan-e-Umair
Flat,PKR40 Lakh,"Bolton Market, Karachi, Sindh",1,89 Sq. Yd.,For Sale,2,2 years ago,,,,Bolton Market
Flat,PKR90 Lakh,"Bolton Market, Karachi, Sindh",2,139 Sq. Yd.,For Sale,2,3 years ago,,,,Bolton Market
Flat,PKR14 Lakh,"Bolton Market, Karachi, Sindh",1,28 Sq. Yd.,For Sale,1,2 years ago,,,,Bolton Market
Flat,PKR1.4 Crore,"Bolton Market, Karachi, Sindh",-,222 Sq. Yd.,For Sale,-,3 years ago,,,,Bolton Market
Flat,PKR30 Lakh,"Bolton Market, Karachi, Sindh",2,450 Sq. Yd.,For Sale,1,3 years ago,,,,Bolton Market
Flat,PKR26 Lakh,"Bolton Market, Karachi, Sindh",-,56 Sq. Yd.,For Sale,-,6 years ago,,,,Bolton Market
Flat,PKR55 Lakh,"Bolton Market, Karachi, Sindh",-,100 Sq. Yd.,For Sale,-,6 years ago,,,,Bolton Market
Flat,PKR42 Lakh,"Bolton Market, Karachi, Sindh",3,94 Sq. Yd.,For Sale,2,6 years ago,,,,Bolton Market
Flat,PKR1.25 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",2,94 Sq. Yd.,For Sale,2,4 months ago,,,,Cutchi Memon Cooperative Housing Society
House,PKR7.25 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",6,200 Sq. Yd.,For Sale,6,6 months ago,,,,Cutchi Memon Cooperative Housing Society
Flat,PKR4 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",5,222 Sq. Yd.,For Sale,4,5 months ago,,,,Cutchi Memon Cooperative Housing Society
Flat,PKR2.5 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",2,100 Sq. Yd.,For Sale,2,2 years ago,,,,Cutchi Memon Cooperative Housing Society
House,PKR22 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",9,600 Sq. Yd.,For Sale,9,10 months ago,,,,Cutchi Memon Cooperative Housing Society
Flat,PKR1.25 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",2,100 Sq. Yd.,For Sale,2,2 years ago,,,,Cutchi Memon Cooperative Housing Society
Flat,PKR5.5 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",9,422 Sq. Yd.,For Sale,9,3 years ago,,,,Cutchi Memon Cooperative Housing Society
House,PKR2.75 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",4,222 Sq. Yd.,For Sale,4,4 years ago,,,,Cutchi Memon Cooperative Housing Society
Upper Portion,PKR1.25 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",4,700 Sq. Yd.,For Sale,4,4 years ago,,,,Cutchi Memon Cooperative Housing Society
House,PKR15 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",4,600 Sq. Yd.,For Sale,4,4 years ago,,,,Cutchi Memon Cooperative Housing Society
Flat,PKR3 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,4 years ago,,,,Cutchi Memon Cooperative Housing Society
House,PKR21.25 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",4,850 Sq. Yd.,For Sale,4,2 years ago,,,,Cutchi Memon Cooperative Housing Society
House,PKR12.5 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",-,600 Sq. Yd.,For Sale,-,3 years ago,,,,Cutchi Memon Cooperative Housing Society
House,PKR12.5 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",-,600 Sq. Yd.,For Sale,-,3 years ago,,,,Cutchi Memon Cooperative Housing Society
House,PKR12.5 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",5,600 Sq. Yd.,For Sale,5,3 years ago,,,,Cutchi Memon Cooperative Housing Society
House,PKR7 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",4,120 Sq. Yd.,For Sale,5,3 years ago,,,,Cutchi Memon Cooperative Housing Society
House,PKR24 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",-,"1,200 Sq. Yd.",For Sale,-,5 years ago,,,,Cutchi Memon Cooperative Housing Society
House,PKR3.75 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",-,150 Sq. Yd.,For Sale,5,6 years ago,,,,Cutchi Memon Cooperative Housing Society
Upper Portion,PKR3.25 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",-,150 Sq. Yd.,For Sale,4,6 years ago,,,,Cutchi Memon Cooperative Housing Society
House,PKR15 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",7,650 Sq. Yd.,For Sale,6,2 years ago,,,,Cutchi Memon Cooperative Housing Society
House,PKR20 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",4,600 Sq. Yd.,For Sale,4,2 years ago,,,,Cutchi Memon Cooperative Housing Society
Flat,PKR73 Lakh,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",3,100 Sq. Yd.,For Sale,2,2 years ago,,,,Cutchi Memon Cooperative Housing Society
Flat,PKR65 Lakh,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",2,144 Sq. Yd.,For Sale,2,5 years ago,,,,Cutchi Memon Cooperative Housing Society
Flat,PKR1.45 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",3,128 Sq. Yd.,For Sale,3,5 years ago,,,,Cutchi Memon Cooperative Housing Society
Flat,PKR2.25 Crore,"Cutchi Memon Cooperative Housing Society, Karachi, Sindh",5,153 Sq. Yd.,For Sale,6,5 years ago,,,,Cutchi Memon Cooperative Housing Society
House,PKR2.2 Crore,"Peoples Colony, Karachi, Sindh",5,120 Sq. Yd.,For Sale,4,3 weeks ago,,,,Peoples Colony
House,PKR1.2 Crore,"Peoples Colony, Karachi, Sindh",4,72 Sq. Yd.,For Sale,3,2 years ago,,,,Peoples Colony
Flat,PKR80 Lakh,"Peoples Colony, Karachi, Sindh",2,78 Sq. Yd.,For Sale,1,5 years ago,,,,Peoples Colony
Flat,PKR1.3 Crore,"Peoples Colony, Karachi, Sindh",2,111 Sq. Yd.,For Sale,3,3 years ago,,,,Peoples Colony
House,PKR49 Lakh,"Peoples Colony, Karachi, Sindh",1,60 Sq. Yd.,For Sale,2,3 years ago,,,,Peoples Colony
House,PKR1.65 Crore,"Peoples Colony, Karachi, Sindh",6,120 Sq. Yd.,For Sale,8,1 year ago,,,,Peoples Colony
House,PKR75 Lakh,"Peoples Colony, Karachi, Sindh",-,119 Sq. Yd.,For Sale,3,2 years ago,,,,Peoples Colony
House,PKR1.9 Crore,"Peoples Colony, Karachi, Sindh",7,160 Sq. Yd.,For Sale,7,2 years ago,,,,Peoples Colony
Flat,PKR66 Lakh,"Peoples Colony, Karachi, Sindh",2,111 Sq. Yd.,For Sale,2,2 years ago,,,,Peoples Colony
Flat,PKR30 Lakh,"Peoples Colony, Karachi, Sindh",2,78 Sq. Yd.,For Sale,2,3 years ago,,,,Peoples Colony
House,PKR5 Crore,"Peoples Colony, Karachi, Sindh",-,240 Sq. Yd.,For Sale,-,5 years ago,,,,Peoples Colony
House,PKR82 Lakh,"Peoples Colony, Karachi, Sindh",5,120 Sq. Yd.,For Sale,4,5 years ago,,,,Peoples Colony
House,PKR1.3 Crore,"Peoples Colony, Karachi, Sindh",-,110 Sq. Yd.,For Sale,-,6 years ago,,,,Peoples Colony
House,PKR40 Lakh,"Hazara Colony, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,4 years ago,,,,Hazara Colony
Flat,PKR40 Lakh,"Hazara Colony, Karachi, Sindh",-,144 Sq. Yd.,For Sale,3,6 years ago,,,,Hazara Colony
House,PKR52 Lakh,"Hazara Colony, Karachi, Sindh",2,50 Sq. Yd.,For Sale,4,2 years ago,,,,Hazara Colony
House,PKR50 Lakh,"Hazara Colony, Karachi, Sindh",3,50 Sq. Yd.,For Sale,3,2 years ago,,,,Hazara Colony
House,PKR50 Lakh,"Hazara Colony, Karachi, Sindh",2,54 Sq. Yd.,For Sale,2,2 years ago,,,,Hazara Colony
House,PKR95 Lakh,"Hazara Colony, Karachi, Sindh",3,75 Sq. Yd.,For Sale,4,11 months ago,,,,Hazara Colony
House,PKR30 Lakh,"Hazara Colony, Karachi, Sindh",2,50 Sq. Yd.,For Sale,2,3 years ago,,,,Hazara Colony
House,PKR40 Lakh,"Hazara Colony, Karachi, Sindh",3,80 Sq. Yd.,For Sale,4,3 years ago,,,,Hazara Colony
House,PKR40 Lakh,"Hazara Colony, Karachi, Sindh",1,80 Sq. Yd.,For Sale,2,6 years ago,,,,Hazara Colony
House,PKR27 Lakh,"Hazara Colony, Karachi, Sindh",3,50 Sq. Yd.,For Sale,3,6 years ago,,,,Hazara Colony
House,PKR7.25 Crore,"PAF Housing Scheme, Karachi, Sindh",-,500 Sq. Yd.,For Sale,-,11 months ago,,,,PAF Housing Scheme
House,PKR7.25 Crore,"PAF Housing Scheme, Karachi, Sindh",-,500 Sq. Yd.,For Sale,-,1 year ago,,,,PAF Housing Scheme
House,PKR7.25 Crore,"PAF Housing Scheme, Karachi, Sindh",-,500 Sq. Yd.,For Sale,-,11 months ago,,,,PAF Housing Scheme
House,PKR7.25 Crore,"PAF Housing Scheme, Karachi, Sindh",-,500 Sq. Yd.,For Sale,-,1 year ago,,,,PAF Housing Scheme
House,PKR7.25 Crore,"PAF Housing Scheme, Karachi, Sindh",-,500 Sq. Yd.,For Sale,-,1 year ago,,,,PAF Housing Scheme
House,PKR7.25 Crore,"PAF Housing Scheme, Karachi, Sindh",-,500 Sq. Yd.,For Sale,-,1 year ago,,,,PAF Housing Scheme
House,PKR7.25 Crore,"PAF Housing Scheme, Karachi, Sindh",-,500 Sq. Yd.,For Sale,-,10 months ago,,,,PAF Housing Scheme
House,PKR7.25 Crore,"PAF Housing Scheme, Karachi, Sindh",-,500 Sq. Yd.,For Sale,-,11 months ago,,,,PAF Housing Scheme
House,PKR7.25 Crore,"PAF Housing Scheme, Karachi, Sindh",-,500 Sq. Yd.,For Sale,-,11 months ago,,,,PAF Housing Scheme
House,PKR7.25 Crore,"PAF Housing Scheme, Karachi, Sindh",-,500 Sq. Yd.,For Sale,-,11 months ago,,,,PAF Housing Scheme
House,PKR22 Crore,"PAF Housing Scheme, Karachi, Sindh",-,"1,000 Sq. Yd.",For Sale,6,2 years ago,,,,PAF Housing Scheme
House,PKR14 Crore,"PAF Housing Scheme, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,3 years ago,,,,PAF Housing Scheme
House,PKR7.9 Crore,"PAF Housing Scheme, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,4 years ago,,,,PAF Housing Scheme
House,PKR10.5 Crore,"PAF Housing Scheme, Karachi, Sindh",-,350 Sq. Yd.,For Sale,5,4 years ago,,,,PAF Housing Scheme
House,PKR8.25 Crore,"PAF Housing Scheme, Karachi, Sindh",-,300 Sq. Yd.,For Sale,5,5 years ago,,,,PAF Housing Scheme
House,PKR7.25 Crore,"PAF Housing Scheme, Karachi, Sindh",6,500 Sq. Yd.,For Sale,6,3 years ago,,,,PAF Housing Scheme
House,PKR10.5 Crore,"PAF Housing Scheme, Karachi, Sindh",5,350 Sq. Yd.,For Sale,5,4 years ago,,,,PAF Housing Scheme
House,PKR10.5 Crore,"PAF Housing Scheme, Karachi, Sindh",5,350 Sq. Yd.,For Sale,5,5 years ago,,,,PAF Housing Scheme
House,PKR10.5 Crore,"PAF Housing Scheme, Karachi, Sindh",5,350 Sq. Yd.,For Sale,5,5 years ago,,,,PAF Housing Scheme
House,PKR4.5 Crore,"PAF Housing Scheme, Karachi, Sindh",5,350 Sq. Yd.,For Sale,4,5 years ago,,,,PAF Housing Scheme
Lower Portion,PKR1.5 Crore,"PAF Housing Scheme, Karachi, Sindh",-,195 Sq. Yd.,For Sale,4,6 years ago,,,,PAF Housing Scheme
Flat,PKR92.6 Lakh,"PAF Housing Scheme, Karachi, Sindh",5,334 Sq. Yd.,For Sale,4,6 years ago,,,,PAF Housing Scheme
House,PKR7.5 Crore,"PAF Housing Scheme, Karachi, Sindh",5,350 Sq. Yd.,For Sale,5,6 years ago,,,,PAF Housing Scheme
House,PKR10 Crore,"PAF Housing Scheme, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,6 years ago,,,,PAF Housing Scheme
House,PKR4.75 Crore,"PAF Housing Scheme, Karachi, Sindh",-,500 Sq. Yd.,For Sale,-,6 years ago,,,,PAF Housing Scheme
House,PKR5.5 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",3,400 Sq. Yd.,For Sale,3,2 weeks ago,,,,APP Employees Co-operative Housing Society
House,PKR4.85 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",3,270 Sq. Yd.,For Sale,5,1 month ago,,,,APP Employees Co-operative Housing Society
House,PKR3.25 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",6,240 Sq. Yd.,For Sale,6,2 years ago,,,,APP Employees Co-operative Housing Society
House,PKR5.3 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",3,400 Sq. Yd.,For Sale,3,2 months ago,,,,APP Employees Co-operative Housing Society
House,PKR6.5 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",6,400 Sq. Yd.,For Sale,6,8 months ago,,,,APP Employees Co-operative Housing Society
House,PKR5.5 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",3,400 Sq. Yd.,For Sale,3,3 months ago,,,,APP Employees Co-operative Housing Society
House,PKR4.1 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",6,240 Sq. Yd.,For Sale,6,4 months ago,,,,APP Employees Co-operative Housing Society
House,PKR4 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",5,400 Sq. Yd.,For Sale,4,1 year ago,,,,APP Employees Co-operative Housing Society
House,PKR4 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",6,400 Sq. Yd.,For Sale,6,4 years ago,,,,APP Employees Co-operative Housing Society
House,PKR4 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",6,400 Sq. Yd.,For Sale,6,4 years ago,,,,APP Employees Co-operative Housing Society
House,PKR4 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",6,400 Sq. Yd.,For Sale,6,4 years ago,,,,APP Employees Co-operative Housing Society
House,PKR4 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",6,400 Sq. Yd.,For Sale,6,4 years ago,,,,APP Employees Co-operative Housing Society
House,PKR4 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",6,400 Sq. Yd.,For Sale,6,4 years ago,,,,APP Employees Co-operative Housing Society
House,PKR1.5 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",-,240 Sq. Yd.,For Sale,3,5 years ago,,,,APP Employees Co-operative Housing Society
House,PKR45 Lakh,"APP Employees Co-operative Housing Society, Karachi, Sindh",3,120 Sq. Yd.,For Sale,2,4 years ago,,,,APP Employees Co-operative Housing Society
House,PKR3.25 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",7,240 Sq. Yd.,For Sale,7,2 years ago,,,,APP Employees Co-operative Housing Society
House,PKR1.9 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",3,125 Sq. Yd.,For Sale,3,1 year ago,,,,APP Employees Co-operative Housing Society
House,PKR4 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",4,400 Sq. Yd.,For Sale,4,7 months ago,,,,APP Employees Co-operative Housing Society
House,PKR65 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",6,400 Sq. Yd.,For Sale,6,9 months ago,,,,APP Employees Co-operative Housing Society
House,PKR4.6 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",6,400 Sq. Yd.,For Sale,6,1 year ago,,,,APP Employees Co-operative Housing Society
House,PKR1.2 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",4,80 Sq. Yd.,For Sale,6,1 year ago,,,,APP Employees Co-operative Housing Society
House,PKR1.85 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",6,205 Sq. Yd.,For Sale,6,2 years ago,,,,APP Employees Co-operative Housing Society
House,PKR3.9 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",9,400 Sq. Yd.,For Sale,8,4 years ago,,,,APP Employees Co-operative Housing Society
House,PKR1.5 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",-,240 Sq. Yd.,For Sale,-,4 years ago,,,,APP Employees Co-operative Housing Society
House,PKR3.9 Crore,"APP Employees Co-operative Housing Society, Karachi, Sindh",6,400 Sq. Yd.,For Sale,8,4 years ago,,,,APP Employees Co-operative Housing Society
House,PKR1.8 Crore,"Rufi Rose Petals, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,6 days ago,,,,Rufi Rose Petals
House,PKR2 Crore,"Rufi Rose Petals, Karachi, Sindh",6,120 Sq. Yd.,For Sale,6,6 months ago,,,,Rufi Rose Petals
House,PKR2.85 Crore,"Rufi Rose Petals, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,2 weeks ago,,,,Rufi Rose Petals
House,PKR2.15 Crore,"Rufi Rose Petals, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,8 months ago,,,,Rufi Rose Petals
House,PKR1.6 Crore,"Rufi Rose Petals, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,6 months ago,,,,Rufi Rose Petals
House,PKR1.25 Crore,"Rufi Rose Petals, Karachi, Sindh",2,120 Sq. Yd.,For Sale,2,5 years ago,,,,Rufi Rose Petals
House,PKR1.2 Crore,"Rufi Rose Petals, Karachi, Sindh",2,120 Sq. Yd.,For Sale,2,5 years ago,,,,Rufi Rose Petals
House,PKR1.4 Crore,"Rufi Rose Petals, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,5 years ago,,,,Rufi Rose Petals
House,PKR1.05 Crore,"Rufi Rose Petals, Karachi, Sindh",-,120 Sq. Yd.,For Sale,3,5 years ago,,,,Rufi Rose Petals
House,PKR86 Lakh,"Rufi Rose Petals, Karachi, Sindh",2,120 Sq. Yd.,For Sale,2,6 years ago,,,,Rufi Rose Petals
House,PKR1.9 Crore,"Rufi Rose Petals, Karachi, Sindh",3,125 Sq. Yd.,For Sale,3,1 year ago,,,,Rufi Rose Petals
House,PKR1.65 Crore,"Rufi Rose Petals, Karachi, Sindh",3,120 Sq. Yd.,For Sale,2,2 years ago,,,,Rufi Rose Petals
Flat,PKR19 Lakh,"Rufi Rose Petals, Karachi, Sindh",1,39 Sq. Yd.,For Sale,1,2 years ago,,,,Rufi Rose Petals
House,PKR1.9 Crore,"Rufi Rose Petals, Karachi, Sindh",2,171 Sq. Yd.,For Sale,3,1 year ago,,,,Rufi Rose Petals
House,PKR2.5 Crore,"Rufi Rose Petals, Karachi, Sindh",6,150 Sq. Yd.,For Sale,4,2 years ago,,,,Rufi Rose Petals
House,PKR2.2 Crore,"Rufi Rose Petals, Karachi, Sindh",6,150 Sq. Yd.,For Sale,4,3 years ago,,,,Rufi Rose Petals
House,PKR2 Crore,"Rufi Rose Petals, Karachi, Sindh",-,125 Sq. Yd.,For Sale,3,3 years ago,,,,Rufi Rose Petals
House,PKR2.3 Crore,"Rufi Rose Petals, Karachi, Sindh",6,150 Sq. Yd.,For Sale,4,3 years ago,,,,Rufi Rose Petals
Flat,PKR65 Lakh,"Rufi Rose Petals, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,4 years ago,,,,Rufi Rose Petals
House,PKR1.5 Crore,"Rufi Rose Petals, Karachi, Sindh",3,125 Sq. Yd.,For Sale,3,5 years ago,,,,Rufi Rose Petals
House,PKR1.28 Crore,"Rufi Rose Petals, Karachi, Sindh",-,150 Sq. Yd.,For Sale,-,6 years ago,,,,Rufi Rose Petals
House,PKR1.5 Crore,"Rufi Rose Petals, Karachi, Sindh",4,125 Sq. Yd.,For Sale,3,5 years ago,,,,Rufi Rose Petals
House,PKR1.15 Crore,"Rufi Rose Petals, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,6 years ago,,,,Rufi Rose Petals
House,PKR95 Lakh,"Rufi Rose Petals, Karachi, Sindh",3,141 Sq. Yd.,For Sale,3,6 years ago,,,,Rufi Rose Petals
House,PKR95 Lakh,"Rufi Rose Petals, Karachi, Sindh",3,140 Sq. Yd.,For Sale,3,6 years ago,,,,Rufi Rose Petals
House,PKR2.5 Crore,"Erum Villas, Karachi, Sindh",-,180 Sq. Yd.,For Sale,-,11 months ago,,,,Erum Villas
House,PKR1.7 Crore,"Erum Villas, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,3 years ago,,,,Erum Villas
House,PKR2.5 Crore,"Erum Villas, Karachi, Sindh",7,120 Sq. Yd.,For Sale,11,5 years ago,,,,Erum Villas
Flat,PKR2.5 Crore,"Erum Villas, Karachi, Sindh",2,200 Sq. Yd.,For Sale,3,2 years ago,,,,Erum Villas
Flat,PKR84 Lakh,"Erum Villas, Karachi, Sindh",2,120 Sq. Yd.,For Sale,3,2 years ago,,,,Erum Villas
Flat,PKR1.75 Crore,"Erum Villas, Karachi, Sindh",3,211 Sq. Yd.,For Sale,3,6 years ago,,,,Erum Villas
House,PKR2.25 Crore,"Cotton Export Cooperative Housing Society, Karachi, Sindh",5,120 Sq. Yd.,For Sale,5,3 weeks ago,,,,Cotton Export Cooperative Housing Society
Flat,PKR90 Lakh,"Cotton Export Cooperative Housing Society, Karachi, Sindh",3,206 Sq. Yd.,For Sale,5,21 hours ago,,,,Cotton Export Cooperative Housing Society
Flat,PKR95 Lakh,"Cotton Export Cooperative Housing Society, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,2 weeks ago,,,,Cotton Export Cooperative Housing Society
House,PKR1.7 Crore,"Cotton Export Cooperative Housing Society, Karachi, Sindh",4,120 Sq. Yd.,For Sale,4,1 day ago,,,,Cotton Export Cooperative Housing Society
House,PKR5 Crore,"Cotton Export Cooperative Housing Society, Karachi, Sindh",6,280 Sq. Yd.,For Sale,6,4 weeks ago,,,,Cotton Export Cooperative Housing Society
House,PKR2 Crore,"Cotton Export Cooperative Housing Society, Karachi, Sindh",6,120 Sq. Yd.,For Sale,6,1 week ago,,,,Cotton Export Cooperative Housing Society
Farm House,PKR60 Lakh,"Seven Wonders City, Karachi, Sindh",-,"1,000 Sq. Yd.",For Sale,-,1 year ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR85 Lakh,"Seven Wonders City, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,4 days ago,,,,Seven Wonders City
House,PKR59.5 Lakh,"Sher Shah Suri Road, Karachi, Sindh",2,120 Sq. Yd.,For Sale,2,1 year ago,,,,Sher Shah Suri Road
Flat,PKR68 Lakh,"Sher Shah Suri Road, Karachi, Sindh",3,110 Sq. Yd.,For Sale,2,2 years ago,,,,Sher Shah Suri Road
Flat,PKR3 Crore,"Sher Shah Suri Road, Karachi, Sindh",-,200 Sq. Yd.,For Sale,4,2 years ago,,,,Sher Shah Suri Road
Flat,PKR50 Lakh,"Sher Shah Suri Road, Karachi, Sindh",2,106 Sq. Yd.,For Sale,3,2 years ago,,,,Sher Shah Suri Road
Flat,PKR30 Lakh,"Sher Shah Suri Road, Karachi, Sindh",-,60 Sq. Yd.,For Sale,-,4 years ago,,,,Sher Shah Suri Road
Flat,PKR31.5 Lakh,"Sher Shah Suri Road, Karachi, Sindh",2,111 Sq. Yd.,For Sale,3,4 years ago,,,,Sher Shah Suri Road
Flat,PKR60 Lakh,"Sher Shah Suri Road, Karachi, Sindh",2,100 Sq. Yd.,For Sale,4,4 years ago,,,,Sher Shah Suri Road
Flat,PKR78 Lakh,"Sher Shah Suri Road, Karachi, Sindh",-,122 Sq. Yd.,For Sale,4,5 years ago,,,,Sher Shah Suri Road
